# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 25 215 680 8288 719
p 2 30 229 661 10492 793
p 2 42 196 682 11763 831
p 2 53 185 682 12045 881
p 2 55 191 674 13694 941
p 2 54 214 652 14281 972
p 2 51 194 675 13334 943
p 2 40 217 663 11381 886
p 2 33 205 682 8721 780
p 2 15 227 678 7038 683
p 2 13 233 674 6536 682
p 2 22 228 670 5919 683
p 2 18 215 687 6383 656
p 2 15 236 669 8118 702
p 2 22 234 664 9500 751
p 2 19 241 660 10507 755
p 2 31 243 646 10997 812
p 2 40 215 665 11229 852
p 2 36 240 644 12175 873
p 2 43 249 628 12435 963
p 2 40 233 647 11569 901
p 2 45 213 662 10413 880
p 2 42 452 426 22628 1362
p 2 21 396 503 7484 896
p 2 11 340 569 6213 739
p 2 20 482 418 18363 1195
p 2 15 445 460 6188 862
p 2 13 374 533 6523 782
p 2 29 464 427 20184 1207
p 2 30 416 474 10023 949
p 2 45 277 598 10431 890
p 2 42 491 387 23433 1394
p 2 46 434 440 12058 1103
p 2 52 362 506 11122 1055
p 2 39 340 541 9998 958
p 2 32 328 560 8873 904
p 2 31 290 599 8508 826
p 2 31 301 588 7144 804
p 2 18 530 372 7125 999
p 2 14 391 515 6267 794
p 2 26 286 608 6595 732
p 2 24 294 602 7688 772
p 2 26 300 594 8742 790
p 2 35 277 608 9435 836
p 2 34 237 649 9200 791
p 2 34 251 635 10101 838
p 2 49 222 649 11239 904
p 2 54 222 644 10509 932
i 2 920 0 0 30996 3826
p 2 49 524 347 9983 1213
p 2 26 524 370 8505 1109
p 2 15 700 205 21131 1487
p 2 9 577 334 7183 1041
p 2 5 495 420 6025 866
p 2 2 647 271 15782 1199
p 2 3 557 360 6771 928
p 2 1 426 493 5595 746
p 2 1 653 266 15929 1170
p 2 1 525 394 4741 831
p 2 2 485 433 4593 784
p 2 2 394 524 4539 698
p 2 2 408 510 4616 710
p 2 3 399 518 4997 714
p 2 4 367 549 4961 678
p 2 4 381 535 4258 689
p 2 2 333 585 3966 626
p 2 7 329 584 4963 684
p 2 19 359 542 5570 763
p 2 20 336 564 6331 810
p 2 26 345 549 6336 837
p 2 18 347 555 6051 812
p 2 7 328 585 5411 732
p 2 5 311 604 5224 694
p 2 2 320 598 5495 664
p 2 4 306 610 5894 666
p 2 5 292 623 5171 626
p 2 3 262 655 4186 568
p 2 2 257 661 3913 544
p 2 1 242 677 3882 542
p 2 0 266 654 4006 549
p 2 3 292 625 4094 572
p 2 2 278 640 4341 574
p 2 3 273 644 3988 573
p 2 7 255 658 4649 598
p 2 13 246 661 5111 629
p 2 16 285 619 5021 706
p 2 12 294 614 5073 706
p 2 13 309 598 5666 734
p 2 13 309 598 5819 734
p 2 11 382 527 6631 791
p 2 3 328 589 6631 703
p 2 3 322 595 5877 684
p 2 2 329 589 4839 643
p 2 1 278 641 4582 579
p 2 0 249 671 4165 538
p 2 3 262 655 4018 566
p 2 2 246 672 4173 549
p 2 3 243 674 4416 538
p 2 7 233 680 4858 563
p 2 17 238 665 4956 634
p 2 22 274 624 5462 710
p 2 6 251 663 5100 635
p 2 3 248 669 4806 615
p 2 4 244 672 4834 613
p 2 15 290 615 5723 702
p 2 18 276 626 6148 714
p 2 12 272 636 6882 713
p 2 5 283 632 5978 682
p 2 3 323 594 4965 650
p 2 1 272 647 4420 576
p 2 2 264 654 4641 563
p 2 10 252 658 4985 591
p 2 9 229 682 5086 598
p 2 7 248 665 5569 633
p 2 14 592 314 20743 1395
p 2 1 504 415 5961 902
p 2 2 420 498 5211 774
p 2 2 659 259 17673 1323
p 2 2 534 384 5566 888
p 2 5 473 442 5823 844
p 2 16 654 250 18976 1409
p 2 7 601 312 7038 1034
p 2 3 500 417 5496 857
p 2 0 655 265 14979 1228
p 2 2 554 364 5182 909
p 2 1 406 513 4371 722
