# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 58 862 253 204
p 2 0 19 901 179 174
p 2 0 49 871 222 200
p 2 0 78 842 254 222
p 2 0 40 880 211 193
p 2 0 61 859 217 202
p 2 0 17 903 181 171
p 2 0 27 893 190 181
i 2 920 0 0 34917 3943
p 2 0 312 608 571 455
p 2 0 270 650 444 391
p 2 0 163 757 358 307
p 2 0 165 755 339 300
p 2 0 133 787 338 279
p 2 0 141 779 335 284
p 2 0 96 824 281 242
p 2 0 91 829 268 236
p 2 57 557 306 18990 1517
p 2 0 376 544 1132 537
p 2 0 228 692 556 369
p 2 89 569 262 22811 1635
p 2 0 414 506 1280 573
p 2 0 237 683 629 379
p 2 55 618 247 21610 1477
p 2 0 432 488 1337 596
p 2 0 264 656 696 406
p 2 0 659 261 14219 1143
p 2 0 455 465 1432 613
p 2 0 339 581 984 478
p 2 0 251 669 638 390
p 2 0 161 759 474 305
p 2 0 180 740 471 319
p 2 0 165 755 491 309
p 2 0 147 773 455 293
p 2 0 147 773 462 293
p 2 0 124 796 371 269
p 2 0 121 799 358 265
p 2 0 140 780 407 284
p 2 1 540 379 15461 1089
p 2 0 386 534 1284 560
p 2 0 216 704 566 360
p 2 3 548 369 15642 1127
p 2 0 376 544 1297 555
p 2 0 235 685 595 384
p 2 7 533 380 17406 1178
p 2 0 405 515 1292 584
p 2 0 225 695 592 375
p 2 0 531 389 12100 947
p 2 0 367 553 1170 532
p 2 0 234 686 625 385
p 2 0 512 408 12945 976
p 2 0 373 547 1164 544
p 2 0 215 705 621 373
p 2 0 196 724 520 342
p 2 0 116 804 357 264
p 2 0 99 821 329 250
p 2 0 129 791 402 274
p 2 0 119 801 342 264
